campaign_id,audience_segment,creative_size.userid,creative_messaging,app_url,exchange,device_make,impressions,clicks,viewable_impressions,measurable_impressions,total_conversions,gross_cost
ER35C,US » Sociodemographic » P$YCLE Premier Lifestage » M2 Wealthy Achievers,320x50 | CSFSM1628N,10% Discount - Ends 6/1,dailymail.co.uk/tvshowbiz,Google Ad Manager,Smartphone,11025,50,7974,10311,4,1657.159766
EJ29S,Media and Entertainment » Audio and Video Streaming » Streaming Video » Interest (Affinity),320x50 | CSFSM1628N,Sign up Today - 10% Off,nytimes.com,Google Ad Manager,Smartphone,16239,78,9375,15562,5,2387.686295
TL58E,Online Behavior>United States>Intent » Auto Buyers » Car Make>Dodge,320x50 | GZYUI1052D,Subscribe Today - 10% Discount,historycollection.com,Google Ad Manager,Smartphone,138904,399,98952,120688,25,5038.644724
HE85E,Media & Entertainment,300x250 | GZYUI1052D,Subscribe Today - 10% Discount,yahoo.com,Google Ad Manager,Smartphone,421110,984,212140,389474,4,1635.920216
YO26P,US Interest » Consumer Electronics,320x50 | QDTDE7454P,Sign up Now - 10% Off,forbes.com,Google Ad Manager,Smartphone,15441,48,7626,14456,19,1614.309013
JW13H,OnAudience » Interest » Sports,300x250 | HAKEC4651L,Sign up Now - 10% Off,femanin.com,Google Ad Manager,Smartphone,11375,87,7171,8151,4,1763.784061
OJ90E,Media and Entertainment » Sports and Recreational Activities » Interest (Affinity) » Team Sports » Football (American),320x50 | POYRQ6465K,Subscribe Today - 10% Discount,msn.com,Google Ad Manager,Smartphone,47931,170,15989,38916,4,1487.228625
FG20H,Online Behavior>United States>Finance » Financial Planning and Management>Retirement and Pension,320x50 | DLALL5294N,Sign up Today - 10% Off,accuweather.com,PubMatic,Smartphone,18324,60,3145,13703,8,6996.231838
DL91Y,Media and Entertainment » Sports and Recreational Activities » Interest (Affinity) » Individual Sports » Tennis and Racquet Sports,300x250 | DLALL5294N,Sign up Now - 10% Off,investopedia.com,BidSwitch,Apple PC,17228,30,11116,16044,3,1547.513459
WF66F,OnAudience » Interest » Arts & Entertainment » Movies,300x250 | ISEGR9981S,Subscribe Today - 10% Discount,realtor.com,BidSwitch,Smartphone,30714,111,12531,28461,9,1503.484311
MW66X,Online Behavior>United States>Validated Demographic » Gender and Age Combined>Males 25 or older,320x50 | ISEGR9981S,Subscribe Today - 10% Discount,usatoday.com,OpenX,Smartphone,47016,199,12210,38039,13,5974.87508
UT9W,Online Behavior>United States>Travel>Tourist Destinations » Theme Parks,320x50 | ISEGR9981S,Sign up Now - 10% Off,zillow.com,Google Ad Manager,Smartphone,318269,914,33355,295405,44,7854.731991
EE65H,Online Behavior>United States>Sports>Fantasy Sports,320x50 | XPTNG7311M,Sign up Now - 10% Off,cargurus.com,Index Exchange,Smartphone,45285,190,30225,43298,11,4728.012406
ET7P,Online Behavior>United States>Validated Demographic » Gender and Age Combined>Females 18-64,320x50 | XPTNG7311M,Sign up Now - 10% Off,mail.yahoo.com,Yahoo Exchange,Smartphone,742281,1999,432673,642404,11,6024.422487
ES90K,Online Behavior>United States>Travel>Car Rental and Taxi Services,300x50 | SOLSQ9165J,Subscribe Today - 10% Discount,dictionary.com,PubMatic,Smartphone,10350,66,723,8720,14,6774.202636
JE60A,US » Reach » Propensity Models » Hobbies and Interest » Sports » NHL Enthusiast,300x250 | AVOBJ3014H,Sign up Now - 10% Off,realtor.com,Sovrn,Smartphone,114267,110,60964,108301,5,2679.154068
MT83U,US » B2B » B2B Decision Maker Responsibilities » Purchasing Utilities,320x50 | VJSZC2958L,Sign up Today - 10% Off,accuweather.com,OpenX,Smartphone,49936,126,25461,44751,13,2025.784019
TA70Z,Mobile - US » Food » Restaurant » Brand » Outback Steakhouse,300x250 | VJSZC2958L,Subscribe Today - 10% Discount,buzzfeed.com,TripleLift,Smartphone,11296,54,6822,9274,4,1682.338499
ZH50S,OnAudience » Intent » Education,320x50 | VJSZC2958L,Subscribe Today - 10% Discount,icy-veins.com,PubMatic,Smartphone,19344,68,2353,18261,10,1500.722291
QW19F,Online Behavior>United States>Home and Garden>Yard and Patio,300x250 | VJSZC2958L,Subscribe Today - 10% Discount,w3schools.com,Index Exchange,Smartphone,11607,184,5218,10763,12,6909.732318
FW97S,Online Behavior>United States>Intent » Travel>Business Travel,300x250 | OLOHZ1751M,Sign up Now - 10% Off,gamerant.com,Google Ad Manager,Smartphone,17770,70,12771,16749,9,5195.234677
UD2G,Online Behavior>United States>Sports>Team Sports » Baseball,320x50 | SOQQW5795F,Sign up Now - 10% Off,rollingstone.com,Smart RTB+ (Smartadserver),Smartphone,19334,40,8673,18578,11,7292.135059
KY37B,Online Behavior>United States>Finance » Accounting and Auditing>Accounting and Auditing,300x250 | SOQQW5795F,Subscribe Today - 10% Discount,yahoo.com,Yahoo Exchange,Smartphone,1767940,4852,881525,1550866,78,7511.656191
FG44A,Online Behavior>United States>Jobs and Education>Education,300x250 | LLTRU7723I,Sign up Now - 10% Off,biblegateway.com,Google Ad Manager,Windows PC,113420,333,33557,104929,11,5124.435934
VS82D,Travel and Tourism » Interest (Affinity) » Products » Hotels and Lodging,300x250 | KZYBM6074H,Sign up Today - 10% Off,mail.yahoo.com,Smart RTB+ (Smartadserver),Smartphone,679098,1984,467726,634589,9,1477.424856
BH30K,Online Behavior>United States>Arts and Entertainment>Music and Audio,300x250 | OEHNZ3437I,Sign up Today - 10% Off,chicagotribune.com,Google Ad Manager,Smartphone,7628,19,5048,7154,5,6684.062804
OH22Q,Online Behavior>United States>Online Communities>Online Goodies,300x250 | OEHNZ3437I,10% Discount - Ends 6/1,people.com,OpenX,Smartphone,8187,20,4888,7510,3,6980.229304
OC3W,Online Behavior>United States>Hobbies and Leisure>Special Occasions » Party Planning,300x250 | YPUXJ8978T,10% Discount - Ends 6/1,mayoclinic.org,Index Exchange,Smartphone,14398,30,2807,13393,7,5154.644555
JD9C,Travel and Tourism » Interest (Affinity) » Destinations » Europe,320x50 | SUXOV6040Z,Sign up Today - 10% Off,mail.aol.com,Magnite DV+,Smartphone,88819,200,65488,80451,6,1442.22799
LJ58I,US » AUTO » Primary Vehicle » New or Used » New,300x250 | LCTFQ9240X,Sign up Today - 10% Off,dinneratthezoo.com,Google Ad Manager,Smartphone,12391,40,5756,11636,4,3069.123483
YL18U,US » Entertainment and Pastimes » Entertainment and Pastimes,300x250 | WSSZR4646I,10% Discount - Ends 6/1,whatismyipaddress.com,Magnite DV+,Smartphone,8545,20,3454,5510,2,2181.247949
ZZ50B,US » Interest Propensities » Brands » Big Box Retail,320x50 | WSSZR4646I,Sign up Today - 10% Off,yellowpages.com,Google Ad Manager,Smartphone,61474,250,31245,49089,15,2189.341349
DY68W,OnAudience » Interest » Arts & Entertainment » Television,300x250 | RRHIG7939U,10% Discount - Ends 6/1,forbes.com,Google Ad Manager,Windows PC,22800,79,8298,21161,24,1620.1655
HV23X,Mobile - US » Travel » Vacation Rentals » HomeAway,320x50 | RRHIG7939U,Sign up Today - 10% Off,foxnews.com,Google Ad Manager,Smartphone,91593,40,51004,82985,18,1731.584862
QT27P,"Online Behavior>United States>Finance » Grants, Scholarships and Financial Aid>Study Grants and Scholarships",300x50 | VZIST0152O,10% Discount - Ends 6/1,mail.aol.com,Google Ad Manager,Smartphone,39844,101,28001,36335,3,4439.368082
IF4B,"US » B2B » Purchase DM » Technology Services, Hardware and » or Software » I am the sole decision maker",320x50 | TPWPV2299Y,Subscribe Today - 10% Discount,phys.org,GumGum,Smartphone,56927,165,20980,55050,5,2463.821917
ZK25C,Online Behavior>United States>Intent » Auto Buyers » Car Make>Ford,300x250 | SCEPV9076U,10% Discount - Ends 6/1,foxnews.com,BidSwitch,Apple PC,29323,88,13822,26934,9,6096.045521
LH90W,Transactional » Q3 Gardening Shoppers,300x250 | SCEPV9076U,10% Discount - Ends 6/1,signupgenius.com,Google Ad Manager,Smartphone,14763,40,8955,13829,2,1531.926885
VQ33T,OnAudience » Interest » News,320x50 | ZTMJW6643X,10% Discount - Ends 6/1,outlook.live.com,Google Ad Manager,Smartphone,42833,120,37438,40447,9,2040.934819
VI99P,US » Brand Propensities » Media and Entertainment » pokerstars.net Buyer Propensity,300x250 | ZTMJW6643X,10% Discount - Ends 6/1,yellowpages.com,Index Exchange,Smartphone,61227,174,10434,53104,8,1919.553678
EJ12F,Online Behavior>United States>Hobbies and Leisure>Water Activities,320x50 | PCNIR6115S,Sign up Now - 10% Off,weather.com,Google Ad Manager,Smartphone,156427,512,61821,145505,3,5159.747494
CM93O,US » Brand Propensities » Restaurants and Dining » Seamless Buyer Propensity,300x250 | PCNIR6115S,Sign up Now - 10% Off,yahoo.com,BidSwitch,Smartphone,335664,852,148742,313071,25,1542.500216
QA65D,Online Behavior>United States>Life Event>College Applications,320x50 | KGLLH3730J,Subscribe Today - 10% Discount,yahoo.com,Xandr - Monetize SSP (AppNexus),Smartphone,446774,1245,163786,374116,12,7248.231612
VT9W,Media and Entertainment » Sports and Recreational Activities » Interest (Affinity),300x250 | VTVTF9406H,Sign up Now - 10% Off,cheapoair.com,Google Ad Manager,Smartphone,14581,85,6970,8882,4,2636.202124
WO90A,Online Behavior>United States>Validated Demographic » Gender and Age Combined>Males 18-34,320x50 | QSUJC6205Q,10% Discount - Ends 6/1,nbcdfw.com,BidSwitch,Smartphone,10835,25,2888,10487,3,4704.249956
ZG77X,Online Behavior>United States>Travel>Specialty Travel » Adventure Travel,320x50 | KRTOI7551F,10% Discount - Ends 6/1,biblegateway.com,Google Ad Manager,Smartphone,108559,212,79254,100563,7,6850.576483
IA96N,Online Behavior>United States>Sports>Team Sports » Volleyball,300x250 | KRTOI7551F,Subscribe Today - 10% Discount,buzzfeed.com,Yieldmo,Apple PC,10066,63,6978,9369,19,6879.587097
KD61O,Mobile - US » Food » Restaurant » Style » Desserts,300x250 | VFZBB0282D,Sign up Today - 10% Off,dictionary.com,BidSwitch,Apple PC,18028,89,1851,14926,24,1572.24171
KP12T,Media and Entertainment » Sports and Recreational Activities » Interest (Affinity) » Motorsports,300x250 | JVAUR7344V,Subscribe Today - 10% Discount,biblegateway.com,Google Ad Manager,Windows PC,21531,55,15593,18617,6,1470.971925
JT45O,Online Behavior>United States>Sports>Sports League » NFL,320x50 | GOLZO2212D,Sign up Now - 10% Off,alotfinance.com,OpenX,Smartphone,40447,177,16663,29774,12,5083.886273
IF1H,Telecommunications (Telco),320x50 | GOLZO2212D,Sign up Now - 10% Off,biblegateway.com,Google Ad Manager,Smartphone,65380,208,30039,60482,5,2905.884162
WK8H,US Financial » Likely Attitude and Behavior » Bank Selection » Customer Service Very Important (Financial),300x50 | XHXBX5957R,Sign up Today - 10% Off,carscoops.com,PubMatic,Smartphone,8862,30,1359,7114,1,1481.945157
WH93Y,US » Sociodemographic » PRIZM Premier Social » C2 City Centers,300x250 | GCUME0297L,10% Discount - Ends 6/1,rent.com,Google Ad Manager,Windows PC,34278,100,3704,30227,6,1689.083186
JO63W,Online Behavior>United States>Life Event>Movers,300x250 | KWZXS7136Y,Subscribe Today - 10% Discount,yahoo.com,Google Ad Manager,Smartphone,310255,970,105054,260998,14,6057.856722
HA98T,"US » B2B » Purchase DM » Technology Services, Hardware and » or Software » I make the final decision with input from staff » management",300x250 | IIACN8931W,10% Discount - Ends 6/1,taboolanews.com,TripleLift,Smartphone,217824,560,75089,179723,16,1451.808544
FX84C,OnAudience » Intent » Auto » Vehicle Parts & Accessories,320x50 | BZYUX5752U,Subscribe Today - 10% Discount,ebay.com,BidSwitch,Smartphone,37269,106,11667,33260,6,1453.075462
ZH8N,US » Response Performance » Direct Marketing Responders,300x250 | LPXGR3479V,10% Discount - Ends 6/1,baseball-reference.com,Xandr - Monetize SSP (AppNexus),Smartphone,117713,374,16357,100222,5,2505.403543
FU62Z,US » Reach » Sociodemographic » Homeowner Status » Renter,320x50 | LPXGR3479V,Sign up Today - 10% Off,foxnews.com,Google Ad Manager,Smartphone,70134,169,48862,66739,14,2514.868116
TW13Y,Online Behavior>United States>Internet and Telecom>Web Apps and Online Tools,300x250 | LPXGR3479V,Sign up Today - 10% Off,realtor.com,BidSwitch,Windows PC,109372,364,58336,103569,21,6928.006202
KT45W,Online Behavior>United States>Intent » Services>Pets,300x250 | LPXGR3479V,Sign up Now - 10% Off,yahoo.com,Magnite DV+,Smartphone,818919,1987,395852,699064,22,6012.102465
TO16O,Online Behavior>United States>The Changing Consumer>Trending TV Shows,320x50 | PHMEG3275U,10% Discount - Ends 6/1,outlook.live.com,Index Exchange,Smartphone,113262,380,95762,104612,4,7443.483233
DK71O,OnAudience » Interest » Pets,320x50 | PHMEG3275U,Sign up Today - 10% Off,soaps.sheknows.com,Google Ad Manager,Smartphone,20572,90,2226,16510,10,1529.307229
IQ50S,OnAudience » Interest » Technology & Computing » Entertainment,300x250 | PHMEG3275U,Sign up Today - 10% Off,yahoo.com,BidSwitch,Smartphone,85965,233,33865,78662,3,1555.534812
OI24N,Mobile - US » Travel » Destination » International Travelers » Frequent Travelers,300x250 | QAKGQ0599J,Sign up Today - 10% Off,biblegateway.com,Smart RTB+ (Smartadserver),Apple PC,18313,60,9481,16300,4,1456.934187
PW4W,Online Behavior>United States>Beauty and Fitness>Fitness » Yoga and Pilates,300x250 | SRWVA9406K,10% Discount - Ends 6/1,fandomwire.com,PubMatic,Windows PC,95644,240,13294,86775,9,5587.763675
BT52H,Media and Entertainment » News and Current Events » Online News Websites,320x50 | AROWV6562F,Sign up Now - 10% Off,newsharper.com,TripleLift,Smartphone,16288,56,5304,10731,3,2030.142709
YO5O,Online Behavior>United States>Autos and Vehicles » Brands>Pontiac,320x50 | AROWV6562F,Subscribe Today - 10% Discount,sports.yahoo.com,BidSwitch,Smartphone,7769,10,3152,6464,1,5603.048132
TF39Y,Online Behavior>United States>Autos and Vehicles » Brands>GM-Daewoo,320x50 | VQBXY9624A,Sign up Now - 10% Off,msn.com,Google Ad Manager,Smartphone,48436,171,16543,42427,6,4386.648215
UA30C,US » Demo » Age » 65+,320x50 | ESMDL6650Q,Sign up Now - 10% Off,msn.com,Google Ad Manager,Smartphone,58738,165,33538,47535,14,2801.584386
NE65H,"Lotame » Style, Fashion & Clothing » Children's Clothing Shoppers",320x50 | SHXPR1905B,Sign up Today - 10% Off,lensvid.com,Yieldmo,Smartphone,9014,26,5054,7227,4,1539.60069
WZ23S,Online Behavior>United States>Travel>Tourist Destinations » Lakes and Rivers,300x250 | UIPSP5950E,Subscribe Today - 10% Discount,flightaware.com,Index Exchange,Smartphone,12710,10,8159,11984,11,7851.397478
MW86D,Mobile - US » Device Ownership » Smartphones » Vivo,300x50 | UIPSP5950E,Subscribe Today - 10% Discount,jdpower.com,Google Ad Manager,Smartphone,9178,25,4644,8462,2,1503.205183
IY2Y,Online Behavior>United States>Food and Drink>Beverages » Juice,320x50 | UIPSP5950E,Sign up Now - 10% Off,realtor.com,Google Ad Manager,Smartphone,40859,144,17695,37108,4,6130.368425
SK29K,Online Behavior>United States>Food and Drink>Restaurants » Fine Dining,300x250 | UIPSP5950E,Sign up Now - 10% Off,thesaurus.com,Google Ad Manager,Windows PC,95655,275,9202,85273,24,6189.416082
SN60T,US »Rural Improvement Fanatic,320x50 | JCTLS5100D,Subscribe Today - 10% Discount,cnbc.com,Index Exchange,Smartphone,10677,88,7247,10338,3,1483.452706
BN24N,Online Behavior>United States>Travel>Cruises and Charters,300x250 | JCTLS5100D,Sign up Now - 10% Off,ebay.com,Magnite DV+,Apple PC,161222,500,66740,149743,19,5767.797381
YE71N,Online Behavior>United States>Travel>Specialty Travel » Agritourism,300x250 | JCTLS5100D,Subscribe Today - 10% Discount,mail.yahoo.com,PubMatic,Smartphone,1720462,4865,940296,1516537,20,5906.464967
NL56V,Online Behavior>United States>Life Event>Home Buying,300x250 | KHZRL5052V,Subscribe Today - 10% Discount,topclassactions.com,PubMatic,Smartphone,9362,39,5202,8928,6,7312.492757
EU53E,US Interest » Cooking » General,320x50 | NXEJF9205S,Sign up Now - 10% Off,ew.com,Xandr - Monetize SSP (AppNexus),Smartphone,9920,20,6702,9096,10,1453.11439
EE23O,Online Behavior>United States>Intent » Shopping>Fashion,300x250 | YEFUW6275K,10% Discount - Ends 6/1,outlook.live.com,Google Ad Manager,Windows PC,102958,320,86884,94687,12,6624.221175
BP1N,OnAudience » Intent » Baby & Toddler » Baby Toys,300x250 | CVPKQ4333A,10% Discount - Ends 6/1,poshland.com,Magnite DV+,Windows PC,16669,26,10961,15451,5,1658.358536
VD19D,OnAudience » Interest » Arts & Entertainment,320x50 | CVPKQ4333A,Subscribe Today - 10% Discount,redfin.com,OpenX,Smartphone,37617,85,5092,34373,6,1608.882952
VP29W,US » Multibuyer Behaviors » Entertainment » Pastimes Multibuyer,300x250 | JNMOC5445H,Sign up Now - 10% Off,rent.com,BidSwitch,Smartphone,15277,69,3089,13644,4,1904.564346
FZ30H,Mobile - US » Food » Restaurant » Brand » Krispy Kreme,300x50 | INCRB7252U,10% Discount - Ends 6/1,usnews.com,PubMatic,Smartphone,13608,66,2714,9332,1,1762.663235
DY85C,Lotame » Social Media,300x250 | PMBNU9714O,Sign up Now - 10% Off,msn.com,Google Ad Manager,Smartphone,554980,1542,323498,467646,8,1600.769588
NE97V,Online Behavior>United States>Finance » Insurance>Home Insurance,300x250 | FTLSP7247H,Sign up Today - 10% Off,bbc.com,Google Ad Manager,Smartphone,53464,212,22151,49058,9,5741.098045
LZ49Z,Online Behavior>United States>Travel>Air Travel,300x250 | FTLSP7247H,Sign up Now - 10% Off,finance.yahoo.com,Google Ad Manager,Windows PC,27394,74,16144,24752,78,7264.58761
TC70T,US » Brand Propensities » Big Box Dollar General Buyer Propensity,320x50 | FTLSP7247H,Sign up Today - 10% Off,weather.com,Index Exchange,Smartphone,194833,499,29091,143813,4,1586.314519
EW65I,Online Behavior>United States>Validated Demographic » Gender and Age Combined>Males 18-64,300x250 | UZADJ6699O,Sign up Today - 10% Off,livescience.com,BidSwitch,Smartphone,9702,40,5564,8210,1,5711.39201
HF90D,US » Brand Propensities » Health » Beauty and Cosmetics » SkinCareRx Buyer Propensity,300x250 | RZOJV1467Y,10% Discount - Ends 6/1,ebay.com,Yahoo Exchange,Smartphone,435848,1058,274912,415601,15,1554.439959
ZE56R,Online Behavior>United States>Autos and Vehicles>Vehicle Parts and Accessories,300x250 | WFPNH3620P,Subscribe Today - 10% Discount,pandora.com,Xandr - Monetize SSP (AppNexus),Smartphone,58477,135,43554,56558,19,5247.623883
BE80I,Online Behavior>United States>Autos and Vehicles » Brands>Nissan,300x250 | WFPNH3620P,Sign up Today - 10% Off,thefinancechatter.com,BidSwitch,Smartphone,7691,0,3890,5905,1,5927.806788
JT58U,Online Behavior>United States>The Changing Consumer>Virtual Events,320x50 | WFPNH3620P,10% Discount - Ends 6/1,yahoo.com,Google Ad Manager,Smartphone,571090,1541,246243,532325,11,4733.618783
XD48N,Media and Entertainment » Audio and Video Streaming » Streaming Video » Interest (Affinity) » Streaming Services,300x250 | WFPNH3620P,Sign up Today - 10% Off,yahoo.com,Google Ad Manager,Apple PC,17049,84,191,15564,15,2144.489587
NQ99Y,Online Behavior>United States>Validated Demographic » Gender and Age Combined>Females 35-44,300x250 | XTZRX8040O,Sign up Now - 10% Off,espn.com,PubMatic,Smartphone,121991,369,43079,99312,4,3993.214585
GI8D,US » Reach » Propensity Models » Lifestyle » Charities » Contributes by Volunteering,300x50 | PUWPT2409P,Subscribe Today - 10% Discount,sneakertoast.com,PubMatic,Smartphone,15475,110,6019,10952,9,4156.713383
FN46M,US » Sociodemographic » PRIZM Premier Social » T2 Country Comfort,320x50 | OAMGQ6208B,Subscribe Today - 10% Discount,foxnews.com,PulsePoint,Smartphone,34959,122,17511,31974,5,1477.493357
KQ48K,US » Reach » Propensity Models » Lifestyle » Healthy Living,300x250 | PKQLH1979H,Subscribe Today - 10% Discount,realtor.com,Google Ad Manager,Smartphone,15449,50,4595,13765,1,3122.942574
NA65D,US » Brand Propensities » Apparel » Bare Necessities Buyer Propensity,320x50 | NPHAZ8360D,Subscribe Today - 10% Discount,mail.aol.com,BidSwitch,Smartphone,186702,370,132038,167406,4,1568.73602
JJ71K,Online Behavior>United States>Travel>Carpooling and Vehicle Sharing,300x50 | NPHAZ8360D,Sign up Today - 10% Off,slickdeals.net,PubMatic,Smartphone,46190,130,8618,41618,1,5464.109817
ZI45Z,Online Behavior>United States>Beauty and Fitness>Fitness » Home Exercise,300x250 | DABFQ9218H,10% Discount - Ends 6/1,nbcnews.com,Yahoo Exchange,Smartphone,14224,30,2549,11974,7,5637.303497
HJ28H,US » Automotive » Auto Loyalists and Defectors » Auto Make Defectors,320x50 | DABFQ9218H,Subscribe Today - 10% Discount,si.com,TripleLift,Smartphone,11561,87,4063,9941,5,1911.931953
HJ53U,Media and Entertainment » Sports and Recreational Activities » Interest (Affinity) » Olympics » Summer Olympics,320x50 | QBITE8490L,Sign up Today - 10% Off,att.yahoo.com,BidSwitch,Smartphone,10992,97,6677,10132,3,1675.987427
RH98P,Online Behavior>United States>Sports>Sports League » Premier League,300x250 | QLKLM7985S,Sign up Today - 10% Off,cnet.com,BidSwitch,Smartphone,8217,25,5740,8009,11,6051.334623
OS78Q,US » Reach » Propensity Models » Travel » High Frequency Travel » Foreign Vacationer,320x50 | DNGFI5901X,10% Discount - Ends 6/1,nsfas-applications.co.za,PubMatic,Smartphone,15588,80,2089,14526,9,3518.533482
CI32B,US Interest » Computers,300x250 | DNGFI5901X,Subscribe Today - 10% Discount,nypost.com,PubMatic,Apple PC,73567,197,28800,68566,2,1567.366071
UJ91R,"Lotame » Style, Fashion & Clothing » Men's Clothing Shoppers",320x50 | OQHLV3457P,Sign up Today - 10% Off,zone.msn.com,PubMatic,Smartphone,10903,35,3776,9581,2,1460.009754
VL86Z,OnAudience » Interest » Shopping,300x50 | VPGMT8907Q,Subscribe Today - 10% Discount,news.yahoo.com,Google Ad Manager,Smartphone,63415,185,28161,59169,9,1924.162675
LI82G,US » Reach » Propensity Models » Luxury Store Shoppers,300x50 | VPGMT8907Q,Subscribe Today - 10% Discount,newsmemory.com,Google Ad Manager,Smartphone,15602,50,7676,13775,1,2600.894327
QK4P,Mobile - US » Food » Restaurant » Brand » Chilis,300x250 | VPGMT8907Q,Sign up Now - 10% Off,outlook.live.com,BidSwitch,Apple PC,87245,350,71903,80390,2,1500.838771
DK62C,Mobile - US » Sports » Basketball » NCAA College Basketball,300x250 | POCRB4406V,Subscribe Today - 10% Discount,wizofawes.com,Magnite DV+,Smartphone,13642,40,9830,11658,3,1731.271848
ZB97A,US » Interest Propensities » Activities and Interests » Ecommerce,300x250 | POCRB4406V,Subscribe Today - 10% Discount,wsj.com,Google Ad Manager,Windows PC,20459,40,12668,18613,4,1842.606513
PA86A,Lotame » Offline CPG Purchasers » Product Segment,300x250 | MKYNC9675E,Subscribe Today - 10% Discount,mail.aol.com,Google Ad Manager,Smartphone,92806,212,67534,85013,11,1579.379602
FN42L,Online Behavior>United States>Food and Drink>Cooking and Recipes,300x50 | WEBYC7012O,Sign up Today - 10% Off,weather.com,BidSwitch,Smartphone,40929,142,9249,31564,8,6764.520637
UH52Z,Online Behavior>United States>Sports>Team Sports » American Football,320x50 | YRTCW3194T,Sign up Today - 10% Off,msn.com,PubMatic,Smartphone,458931,974,264325,378011,30,7462.677935
FV49M,US » Sociodemographic » P$YCLE Premier Lifestage » F4 Working-Class USA,320x50 | AJZTP3968S,10% Discount - Ends 6/1,realtor.com,BidSwitch,Smartphone,64577,240,37732,60357,11,1801.349131
BO73M,Online Behavior>United States>The Changing Consumer>Internet Connection,300x250 | KWEJC2523I,10% Discount - Ends 6/1,businessinsider.com,Google Ad Manager,Windows PC,27202,70,5202,23474,11,4253.979116
KQ2L,Online Behavior>United States>Internet and Telecom>Email and Messaging,320x50 | KWEJC2523I,Subscribe Today - 10% Discount,dexerto.com,OpenX,Smartphone,14553,47,6119,12505,11,6968.00047
JP80I,Online Behavior>United States>Intent » Financial Intent>Loans and Credit,320x50 | XLJIK2076T,Sign up Now - 10% Off,ebay.com,Yieldmo,Smartphone,83957,185,1420,69246,19,6651.51451
GK13L,US » Interest Propensities » Brands » Quick Service Restaurants,320x50 | YJMEQ9238S,Sign up Now - 10% Off,accuweather.com,BidSwitch,Smartphone,213699,270,18395,164487,4,2194.987125
UG90P,Media and Entertainment » Connected TV and Over-the-Top (CTV and OTT) » Streaming Television and Film Viewership » OTT Movie Viewers » Genre » Crime Movie Streamers,300x250 | YJMEQ9238S,Sign up Now - 10% Off,cars.com,BidSwitch,Windows PC,69757,199,41258,65374,20,1510.61532
XM29A,Real Estate » Lot Size » Cozy Outdoor Living Space (Less than  an Acre),300x250 | YJMEQ9238S,Sign up Now - 10% Off,weather.com,Magnite DV+,Smartphone,232635,666,34008,195803,39,1773.991882
VF49M,Purchase-Based » Categories » Office Supplies Buyers,300x250 | YJMEQ9238S,Subscribe Today - 10% Discount,weather.com,Sharethrough,Smartphone,12280,90,7633,11053,5,1452.207361
OT47T,Online Behavior>United States>Life Event>Wedding Planning,300x250 | ZRGPG5133W,Sign up Now - 10% Off,news.yahoo.com,BidSwitch,Smartphone,16503,69,8595,14466,7,5714.523867
FR91J,Online Behavior>United States>Validated Demographic » Age>55-64,300x250 | AWXVU6002T,10% Discount - Ends 6/1,accuweather.com,Magnite DV+,Smartphone,36863,116,3570,29458,15,4752.816685
XV45I,US » Sociodemographic » PRIZM Premier Lifestage » F2 Young Accumulators,300x50 | KROXS0842I,Subscribe Today - 10% Discount,w3schools.com,Index Exchange,Smartphone,72117,187,9807,68568,16,1702.317206
JV50T,Online Behavior>United States>The Changing Consumer>Gaming Equipment,320x50 | HNQOJ3592J,Sign up Today - 10% Off,cnet.com,TripleLift,Smartphone,7530,20,5468,7298,3,5038.714067
OW98P,Media and Entertainment » Television (TV),300x250 | HNQOJ3592J,Subscribe Today - 10% Discount,poshland.com,Google Ad Manager,Smartphone,9130,33,3721,5564,1,1655.792857
LY98V,US » B2B » B2B Decision Maker Responsibilities » Office Services or Moving,300x250 | HNQOJ3592J,Sign up Today - 10% Off,realtor.com,BidSwitch,Apple PC,49412,170,22155,43802,3,1595.659466
ZK42Z,US » Reach » Propensity Models » Hobbies and Interest » Sports » Fishing,300x250 | GBJRG3726B,Subscribe Today - 10% Discount,realtor.com,PubMatic,Apple PC,65043,160,25871,53969,4,2347.918531
SH44M,Online Behavior>United States>Validated Demographic » Gender and Age Combined>Males 25-64,300x250 | GBJRG3726B,10% Discount - Ends 6/1,the-sun.com,Index Exchange,Apple PC,48707,185,25182,44696,13,5600.355643
UN10W,Travel and Tourism » In-Market,300x250 | TZSFS8968E,Sign up Now - 10% Off,realtor.com,Google Ad Manager,Apple PC,48892,110,32060,45251,9,1978.609661
VH15Z,Online Behavior>United States>News>Politics,320x50 | TZSFS8968E,Sign up Today - 10% Off,thesaurus.com,Google Ad Manager,Smartphone,55445,155,4565,53407,36,7948.480752
AX2U,Online Behavior>United States>Finance » Insurance>Travel Insurance,300x250 | TZSFS8968E,10% Discount - Ends 6/1,weather.com,Magnite DV+,Smartphone,61574,280,18717,46367,8,4999.665205
PU15F,Online Behavior>United States>Games>Family-Oriented Games and Activities,300x250 | JUNLE2504O,Sign up Now - 10% Off,findagrave.com,BidSwitch,Windows PC,25021,50,11084,18079,9,4961.478884
EV96P,Online Behavior>United States>Sports>Water Sports » Surfing,300x250 | BORJP1574K,Sign up Today - 10% Off,ebay.com,Google Ad Manager,Smartphone,23983,0,464,19802,9,4574.34827
OF92W,Mobile - US » Demographics » Finance » Rent Value » Highest Rent Value,300x250 | FXGBS1831V,Subscribe Today - 10% Discount,omnicalculator.com,Google Ad Manager,Smartphone,11214,49,5523,10267,2,1554.389215
